constraint_type,expression,id,id_type,scope_path,targets,title,is_active,references,value,xml_example_content,targetRefs,confidence,review_issues
ordering,"For the usage of display format of the input axis the following precedence rule is defined:
  - SwCalprmAxis.displayFormat
  - SwCalprmAxis.swCalprmAxisTypeProps.compuMethod.displayFormat
  - SwCalprmAxis.swCalprmAxisTypeProps.inputVariableType.swDataDefProps.displayFormat
  - SwCalprmAxis.swCalprmAxisTypeProps.inputVariableType.swDataDefProps.compuMethod.displayFormat
  - SwCalprmAxis.swCalprmAxisTypeProps.swVariableRef.type.swDataDefProps.displayFormat
  - SwCalprmAxis.swCalprmAxisTypeProps.swVariableRef.type.swDataDefProps.compumethod.displayFormat",TPS_SWCT_01504,TPS_SWCT,"['5 Data Description', '5.4 Properties of Data Deﬁnitions', '5.4.7 Precedence of data properties with respect to data elements, axis elements, computation methods, units']","[{'entityType': 'class', 'targetAttributes': ['displayFormat', 'swCalprmAxisTypeProps'], 'targetEntityName': 'SwCalprmAxis'}]",Precedence of the display format of the input axis,True,[],,,"['SwCalprmAxis.displayFormat', 'SwCalprmAxis.swCalprmAxisTypeProps']",0.9,"[""属性 'swCalprmAxisTypeProps' 在元数据类 'SwCalprmAxis' 的已知属性列表中未找到。 (LLM 违规)""]"
ordering,For the usage of calibration access along structure hierarchies in complex types the precedence rule is defined in table 5.61.,TPS_SWCT_01505,TPS_SWCT,"['5 Data Description', '5.4 Properties of Data Deﬁnitions', '5.4.7 Precedence of data properties with respect to data elements, axis elements, computation methods, units', 'Table 5.61 Precedence of swCalibrationAccess along structure hierarchies']","[{'entityType': 'abstract', 'targetAttributes': ['swCalibrationAccess'], 'targetEntityName': 'ComplexDataTypeStructure'}]",Precedence of calibration access along structure hierarchies in complex types,True,[],"[{""outer"":""notAccessible"",""inner"":""*"",""result"":""notAccessible""},{""outer"":""readOnly"",""inner"":""readOnly"",""result"":""readOnly""},{""outer"":""readOnly"",""inner"":""readWrite"",""result"":""readOnly""},{""outer"":""readOnly"",""inner"":""notAccessible"",""result"":""notAccessible""},{""outer"":""readWrite"",""inner"":""notAccessible"",""result"":""notAccessible""},{""outer"":""readWrite"",""inner"":""readOnly"",""result"":""readOnly""},{""outer"":""readWrite"",""inner"":""readWrite"",""result"":""readWrite""}]",,['ComplexDataTypeStructure.swCalibrationAccess'],0.9,"[""抽象目标实体 'ComplexDataTypeStructure' 的 targetAttributes 应为 ['_abstractLevel']，但得到: ['swCalibrationAccess']""]"
value_restriction,In contrast to the general rule that category can be extended by user-specific values it is not allowed to extend the meaning of the attribute category of meta-class CompuMethod,constr_1142,constr,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions']","[{'entityType': 'class', 'targetAttributes': ['category'], 'targetEntityName': 'CompuMethod'}]",category of CompuMethod shall not be extended,True,[],,,['CompuMethod.category'],0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
relationship,"As a CompuMethod specifies the conversion between the physical world and the numerical values they shall refer to a unit unless the CompuMethod's category is one of TEXTTABLE, BITFIELD_TEXTTABLE, or IDENTICAL.",constr_1175,constr,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions']","[{'entityType': 'class', 'targetAttributes': ['unit', 'category'], 'targetEntityName': 'CompuMethod'}]","Depending on its category, CompuMethod shall refer to a unit",True,[],,,"['CompuMethod.category', 'CompuMethod.unit']",0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
existence,"The symbol attribute shall only be provided for CompuScales where the category of the enclosing CompuMethod is one of the following:
 • SCALE_LINEAR_AND_TEXTTABLE
 • SCALE_RATIONAL_AND_TEXTTABLE
 • TEXTTABLE
 • BITFIELD_TEXTTABLE",constr_1146,constr,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions']","[{'entityType': 'class', 'targetAttributes': ['symbol'], 'targetEntityName': 'CompuScale'}, {'entityType': 'class', 'targetAttributes': ['category'], 'targetEntityName': 'CompuMethod'}]",Applicability of a symbol for a CompuScale in C code,True,[],"SCALE_LINEAR_AND_TEXTTABLE, SCALE_RATIONAL_AND_TEXTTABLE, TEXTTABLE, BITFIELD_TEXTTABLE",,"['CompuMethod.category', 'CompuScale.symbol']",0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
other,Note that [constr_1135] only applies for BITFIELD_TEXTTABLE. It does not apply to the definition of vt in the context of an ApplicationValueSpecification.,TPS_SWCT_01429,TPS_SWCT,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions']","[{'entityType': 'class', 'targetAttributes': ['category'], 'targetEntityName': 'CompuMethod'}, {'entityType': 'class', 'targetAttributes': ['vt'], 'targetEntityName': 'CompuConstTextContent'}]",[constr_1135] only applies for BITFIELD_TEXTTABLE,True,['constr_1135'],,,"['CompuConstTextContent.vt', 'CompuMethod.category']",0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
existence,physConstr is not allowed. compuInternalToPhys  shall exist with compuScales consisting of upperLimit and lowerLimit.,constr_1134,constr,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions', '5.5.1.1 Category Values in the context of a CompuMethod', 'Table 5.73 ASAM compuMethod']","[{'entityType': 'class', 'targetAttributes': ['category', 'compuInternalToPhys'], 'targetEntityName': 'CompuMethod'}, {'entityType': 'class', 'targetAttributes': ['upperLimit', 'lowerLimit'], 'targetEntityName': 'CompuScale'}]",Allowed structure of TEXTTABLE,True,[],TEXTTABLE,,"['CompuMethod.category', 'CompuMethod.compuInternalToPhys', 'CompuScale.lowerLimit', 'CompuScale.upperLimit']",0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
format,The separator is “|” and is forbidden in vt therefore.,constr_1135,constr,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions', '5.5.1.1 Category Values in the context of a CompuMethod', 'Table 5.73 ASAM compuMethod']","[{'entityType': 'class', 'targetAttributes': ['vt'], 'targetEntityName': 'CompuConstTextContent'}, {'entityType': 'class', 'targetAttributes': ['category'], 'targetEntityName': 'CompuMethod'}]",Limit of vt in BITFIELD_TEXTTABLE,True,[],|,,"['CompuConstTextContent.vt', 'CompuMethod.category']",0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
existence,The existence of attributes of CompuMethod and related meta-classes depending on the value of the category shall follow the restrictions documented in Table 5.74.,constr_1375,constr,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions', '5.5.1.2 Applicability of Attributes in the context of a CompuMethod']","[{'entityType': 'class', 'targetAttributes': ['category'], 'targetEntityName': 'CompuMethod'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'CompuScale'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'CompuConst'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'CompuRationalCoeffs'}]",Existence of attributes of CompuMethod and related meta-classes,True,[],,,"['CompuConst._classLevel', 'CompuMethod.category', 'CompuRationalCoeffs._classLevel', 'CompuScale._classLevel']",0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
existence,"For certain categories (LINEAR, SCALE_LINEAR), CompuMethod.compuInternalToPhys shall be defined if not already defined by compuPhysToInternal. (Ref: Table 5.74, Annotation 1)",Table_5_74_Annotation_1,additional_binding,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions', '5.5.1.2 Applicability of Attributes in the context of a CompuMethod', 'Table 5.74 Allowed Attributes vs. category for CompuMethods']","[{'entityType': 'class', 'targetAttributes': ['compuInternalToPhys', 'compuPhysToInternal', 'category'], 'targetEntityName': 'CompuMethod'}]",Condition for compuInternalToPhys definition (Table 5.74 Ann.1),True,[],,,"['CompuMethod.category', 'CompuMethod.compuInternalToPhys', 'CompuMethod.compuPhysToInternal']",0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
existence,"For certain categories (RAT_FUNC, SCALE_RAT_FUNC, etc.), both compuPhysToInternal and compuInternalToPhys shall be defined (per [constr_1021]) unless CompuScale.compuInverseValue exists (per [TPS_SWCT_01282]). (Ref: Table 5.74, Annotation 2)",Table_5_74_Annotation_2,additional_binding,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions', '5.5.1.2 Applicability of Attributes in the context of a CompuMethod', 'Table 5.74 Allowed Attributes vs. category for CompuMethods']","[{'entityType': 'class', 'targetAttributes': ['compuInternalToPhys', 'compuPhysToInternal', 'category'], 'targetEntityName': 'CompuMethod'}, {'entityType': 'class', 'targetAttributes': ['compuInverseValue'], 'targetEntityName': 'CompuScale'}]",Definition of both conversion directions or inverse value (Table 5.74 Ann.2),True,"['constr_1021', 'TPS_SWCT_01282']",,,"['CompuMethod.category', 'CompuMethod.compuInternalToPhys', 'CompuMethod.compuPhysToInternal', 'CompuScale.compuInverseValue']",0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
other,"For CompuMethod category SCALE_RATIONAL_AND_TEXTTABLE, compuPhysToInternal is not applicable for CompuScales where attribute compuScaleContents.compuConst exists. (Ref: Table 5.74, Annotation 3)",Table_5_74_Annotation_3,additional_binding,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions', '5.5.1.2 Applicability of Attributes in the context of a CompuMethod', 'Table 5.74 Allowed Attributes vs. category for CompuMethods']","[{'entityType': 'class', 'targetAttributes': ['category', 'compuPhysToInternal'], 'targetEntityName': 'CompuMethod'}, {'entityType': 'class', 'targetAttributes': ['compuConst'], 'targetEntityName': 'CompuScale'}]",Non-applicability with CompuConst (Table 5.74 Ann.3),True,[],,,"['CompuMethod.category', 'CompuMethod.compuPhysToInternal', 'CompuScale.compuConst']",0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
existence,"For certain categories (RAT_FUNC, SCALE_RAT_FUNC, etc.), CompuScale.lowerLimit and CompuScale.upperLimit shall be defined according to [constr_1022]. (Ref: Table 5.74, Annotation 4)",Table_5_74_Annotation_4,additional_binding,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions', '5.5.1.2 Applicability of Attributes in the context of a CompuMethod', 'Table 5.74 Allowed Attributes vs. category for CompuMethods']","[{'entityType': 'class', 'targetAttributes': ['lowerLimit', 'upperLimit'], 'targetEntityName': 'CompuScale'}, {'entityType': 'class', 'targetAttributes': ['category'], 'targetEntityName': 'CompuMethod'}]",Limit definition requirement (Table 5.74 Ann.4),True,['constr_1022'],,,"['CompuMethod.category', 'CompuScale.lowerLimit', 'CompuScale.upperLimit']",0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
other,"For certain categories (TEXTTABLE, etc.), restrictions on CompuMethod structure per [constr_1134] apply to CompuScale.compuInverseValue. (Ref: Table 5.74, Annotation 5)",Table_5_74_Annotation_5,additional_binding,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions', '5.5.1.2 Applicability of Attributes in the context of a CompuMethod', 'Table 5.74 Allowed Attributes vs. category for CompuMethods']","[{'entityType': 'class', 'targetAttributes': ['compuInverseValue'], 'targetEntityName': 'CompuScale'}, {'entityType': 'class', 'targetAttributes': ['category'], 'targetEntityName': 'CompuMethod'}]",Structural restrictions from constr_1134 (Table 5.74 Ann.5),True,['constr_1134'],,,"['CompuMethod.category', 'CompuScale.compuInverseValue']",0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
behavioral,"For all categories where CompuMethod.compuDefaultValue is optional (O), it should specify an output value if the input value for conversion is outside plausibility limits. (Ref: Table 5.74, Annotation 6; Compu class table)",Table_5_74_Annotation_6,additional_not_binding,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions', '5.5.1.2 Applicability of Attributes in the context of a CompuMethod', 'Table 5.74 Allowed Attributes vs. category for CompuMethods']","[{'entityType': 'class', 'targetAttributes': ['compuDefaultValue', 'category'], 'targetEntityName': 'CompuMethod'}]",Default value on out-of-limit conversion (Table 5.74 Ann.6),True,[],,,"['CompuMethod.category', 'CompuMethod.compuDefaultValue']",0.9,"[""属性 'compuDefaultValue' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)"", ""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
other,"For certain categories (TEXTTABLE, BITFIELD_TEXTTABLE, etc.), the applicability of CompuScale.symbol is restricted by [constr_1146]. (Ref: Table 5.74, Annotation 7)",Table_5_74_Annotation_7,additional_binding,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions', '5.5.1.2 Applicability of Attributes in the context of a CompuMethod', 'Table 5.74 Allowed Attributes vs. category for CompuMethods']","[{'entityType': 'class', 'targetAttributes': ['symbol', 'shortLabel'], 'targetEntityName': 'CompuScale'}, {'entityType': 'class', 'targetAttributes': ['category'], 'targetEntityName': 'CompuMethod'}]",Applicability of CompuScale.symbol (Table 5.74 Ann.7),True,['constr_1146'],,,"['CompuMethod.category', 'CompuScale.shortLabel', 'CompuScale.symbol']",0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
existence,"For CompuMethod category SCALE_LINEAR_AND_TEXTTABLE, compuInternalToPhys is mandatory if CompuScale uses CompuConst, and enforced if CompuScale uses CompuRationalCoeffs. (Ref: Table 5.74, Annotation 8)",Table_5_74_Annotation_8,additional_binding,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions', '5.5.1.2 Applicability of Attributes in the context of a CompuMethod', 'Table 5.74 Allowed Attributes vs. category for CompuMethods']","[{'entityType': 'class', 'targetAttributes': ['compuInternalToPhys', 'category'], 'targetEntityName': 'CompuMethod'}, {'entityType': 'class', 'targetAttributes': ['compuConst', 'compuRationalCoeffs'], 'targetEntityName': 'CompuScale'}]",Mandatory/Enforced definition for CompuInternalToPhys (Table 5.74 Ann.8),True,[],,,"['CompuMethod.category', 'CompuMethod.compuInternalToPhys', 'CompuScale.compuConst', 'CompuScale.compuRationalCoeffs']",0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
value_restriction,"According to [23] the following three values for categorys are recommended in the context of UnitGroup: • COUNTRY collects units which are common in a particular country, denoted by the shortName / longName of the UnitGroup • CALCULATION refers to speciﬁc units intended for the creation of data types. In this category of UnitGroup, several Units may refer to the same PhysicalDimension as well as to different PhysicalDimension. • EQUIV_UNITS deﬁne a group of equivalent units, which are used for example in different countries. Additional values for category may be mutually agreed between the stakeholders.",Constr_UnitGroup_RecommendedCategories,additional_not_binding,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions', '5.5.2 Physical Units, Physical Dimensions and Unit Groups']","[{'entityType': 'class', 'targetAttributes': ['category'], 'targetEntityName': 'UnitGroup'}]",Recommended categories for UnitGroup,True,['[23]'],"COUNTRY, CALCULATION, EQUIV_UNITS",,['UnitGroup.category'],0.9,"[""属性 'category' 在元数据类 'UnitGroup' 的已知属性列表中未找到。 (LLM 违规)""]"
behavioral,If a unit has to be converted according to the chosen country code the physicalDimension of both units shall be the same. If another unit shares the same UnitGroup with a category of EQUIV_UNITS it is preferred as target of the conversion.,TPS_SWCT_01061,TPS_SWCT,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions', '5.5.2 Physical Units, Physical Dimensions and Unit Groups']","[{'entityType': 'class', 'targetAttributes': ['physicalDimension'], 'targetEntityName': 'Unit'}, {'entityType': 'class', 'targetAttributes': ['category'], 'targetEntityName': 'UnitGroup'}]",Conversion of units,True,['RS_SWCT_02100'],,,"['Unit.physicalDimension', 'UnitGroup.category']",0.9,"[""属性 'category' 在元数据类 'UnitGroup' 的已知属性列表中未找到。 (LLM 违规)""]"
value_restriction,"After all variability is bound, the content obtained from a limit shall yield a numerical value.",constr_1191,constr,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions', '5.5.3 Data Constraints']","[{'entityType': 'class', 'targetAttributes': ['value'], 'targetEntityName': 'Limit'}]",Value of Limit shall yield a numerical value,True,[],,,['Limit.value'],0.9,"[""属性 'value' 在元数据类 'Limit' 的已知属性列表中未找到。 (LLM 违规)""]"
behavioral,Please note that the RTE Generator has to derive the Memory Allocation Keyword used for RunnableEntitys and BswSchedulableEntitys from the shortName of the SwAddrMethod only because the alignment defined in MemorySection is not known at contract phase.,TPS_SWCT_01293,TPS_SWCT,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions']","[{'entityType': 'class', 'targetAttributes': ['shortName'], 'targetEntityName': 'SwAddrMethod'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'RunnableEntity'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'BswSchedulableEntity'}, {'entityType': 'abstract', 'targetAttributes': ['_abstractLevel'], 'targetEntityName': '_abstractLevel'}]",RTE Generator has to derive the Memory Allocation Keyword,True,[],,,"['BswSchedulableEntity._classLevel', 'RunnableEntity._classLevel', 'SwAddrMethod.shortName', '_abstractLevel._abstractLevel']",0.9,"[""属性 'shortName' 在元数据类 'SwAddrMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
value_restriction,If the attribute SwAddrMethod.option or MemorySection.option is set to coreLocal then the attribute SwAddrMethod.sectionInitializationPolicy of the same SwAddrMethod respectively the MemorySection.swAddrMethod shall be either set to INIT or CLEARED.,constr_1402,constr,"['5 Data Description', '5.5 Elements used in Properties of Data Deﬁnitions']","[{'entityType': 'class', 'targetAttributes': ['option', 'sectionInitializationPolicy'], 'targetEntityName': 'SwAddrMethod'}, {'entityType': 'class', 'targetAttributes': ['option', 'swAddrMethod'], 'targetEntityName': 'MemorySection'}]",Applicability of core-related possible values of MemorySection.option or SwAddrMethod.option related to SwAddrMethod.sectionInitializationPolicy,True,[],,,"['MemorySection.option', 'MemorySection.swAddrMethod', 'SwAddrMethod.option', 'SwAddrMethod.sectionInitializationPolicy']",0.9,"[""属性 'swAddrMethod' 在元数据类 'MemorySection' 的已知属性列表中未找到。 (LLM 违规)""]"
value_restriction,"TextValueSpecification shall only be used in the context of an AutosarDataType that references a CompuMethod in the role ImplementationDataType.sw DataDefPropos.compuMethod of category TEXTTABLE, BITFIELD_TEXTTABLE, SCALE_LINEAR_AND_TEXTTABLE, and SCALE_RATIONAL_AND_TEXTTABLE.",constr_1284,constr,"['5 Data Description', '5.6 Speciﬁcation of Constant Values', '5.6.1 Overview']","[{'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'TextValueSpecification'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'AutosarDataType'}, {'entityType': 'class', 'targetAttributes': ['swDataDefProps'], 'targetEntityName': 'ImplementationDataType'}, {'entityType': 'class', 'targetAttributes': ['compuMethod'], 'targetEntityName': 'SwDataDefProps'}, {'entityType': 'class', 'targetAttributes': ['category'], 'targetEntityName': 'CompuMethod'}]",Limitation of the use of TextValueSpecification,True,[],,,"['AutosarDataType._classLevel', 'CompuMethod.category', 'ImplementationDataType.swDataDefProps', 'SwDataDefProps.compuMethod', 'TextValueSpecification._classLevel']",0.9,"[""属性 'category' 在元数据类 'CompuMethod' 的已知属性列表中未找到。 (LLM 违规)""]"
relationship,The initialization of DataPrototype typed by an ApplicationArrayDataType by means of an ArrayValueSpecification shall exactly match the structure of the ApplicationArrayDataType regardless of the setting of the attribute ApplicationArrayDataType.element.arraySizeSemantics. This means that the number of ArrayValueSpecification.elements shall be identical to the value of ApplicationArrayDataType.element.maxNumberOfElements.,constr_1273,constr,"['5 Data Description', '5.6 Speciﬁcation of Constant Values']","[{'entityType': 'class', 'targetAttributes': ['elements'], 'targetEntityName': 'ArrayValueSpecification'}, {'entityType': 'class', 'targetAttributes': ['element'], 'targetEntityName': 'ApplicationArrayDataType'}]",ArrayValueSpecification.elements shall be identical to the value of ApplicationArrayDataType.element.maxNumberOfElements,True,[],,,"['ApplicationArrayDataType.element', 'ArrayValueSpecification.elements']",0.9,"[""属性 'elements' 在元数据类 'ArrayValueSpecification' 的已知属性列表中未找到。 (LLM 违规)""]"
relationship,The initialization of a DataPrototype typed by an ImplementationDataType of category ARRAY by means of an ArrayValueSpecification shall exactly match the structure of the ImplementationDataType regardless of the setting of the attribute ImplementationDataType.subElement.arraySizeSemantics. This means that the number of ArrayValueSpecification.elements shall be identical to the value of ImplementationDataType.subElement.arraySize.,constr_1274,constr,"['5 Data Description', '5.6 Speciﬁcation of Constant Values']","[{'entityType': 'class', 'targetAttributes': ['elements'], 'targetEntityName': 'ArrayValueSpecification'}, {'entityType': 'class', 'targetAttributes': ['subElement'], 'targetEntityName': 'ImplementationDataType'}]",ArrayValueSpecification.elements shall be identical to the value of ImplementationDataType.subElement.arraySize of category ARRAY,True,[],,,"['ArrayValueSpecification.elements', 'ImplementationDataType.subElement']",0.9,"[""属性 'elements' 在元数据类 'ArrayValueSpecification' 的已知属性列表中未找到。 (LLM 违规)""]"
value_restriction,"If a DataPrototype is typed by an ApplicationPrimitive DataType its initValue shall be provided by an ApplicationValueSpecification. If the underlying ApplicationPrimitiveDataType represents an enumeration, the value provided shall match to one of the applicable text values (vt, short Label, symbol) defined by the applicable CompuScales.",constr_1221,constr,"['5 Data Description', '5.7 Initial Values']","[{'entityType': 'class', 'targetAttributes': ['initValue'], 'targetEntityName': 'DataPrototype'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'ApplicationPrimitiveDataType'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'ApplicationValueSpecification'}, {'entityType': 'class', 'targetAttributes': ['vt', 'shortLabel', 'symbol'], 'targetEntityName': 'CompuScale'}]",DataPrototype is typed by an ApplicationPrimitive DataType,True,[],,,"['ApplicationPrimitiveDataType._classLevel', 'ApplicationValueSpecification._classLevel', 'CompuScale.shortLabel', 'CompuScale.symbol', 'CompuScale.vt', 'DataPrototype.initValue']",0.9,"[""属性 'initValue' 在元数据类 'DataPrototype' 的已知属性列表中未找到。 (LLM 违规)"", ""属性 'vt' 在元数据类 'CompuScale' 的已知属性列表中未找到。 (LLM 违规)""]"
value_restriction,If a DataPrototype is typed by an ImplementationDataType its initValue shall not be provided by an ApplicationValueSpecification.,constr_1385,constr,"['5 Data Description', '5.7 Initial Values']","[{'entityType': 'class', 'targetAttributes': ['initValue'], 'targetEntityName': 'DataPrototype'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'ImplementationDataType'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'ApplicationValueSpecification'}]",DataPrototype is typed by an ImplementationDataType,True,[],,,"['ApplicationValueSpecification._classLevel', 'DataPrototype.initValue', 'ImplementationDataType._classLevel']",0.9,"[""属性 'initValue' 在元数据类 'DataPrototype' 的已知属性列表中未找到。 (LLM 违规)""]"
value_restriction,If a DataPrototype is typed by an ApplicationRecordDataType the corresponding initValue shall be provided by a RecordValueSpecification.,constr_1223,constr,"['5 Data Description', '5.7 Initial Values']","[{'entityType': 'class', 'targetAttributes': ['initValue'], 'targetEntityName': 'DataPrototype'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'ApplicationRecordDataType'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'RecordValueSpecification'}]",DataPrototype is typed by an ApplicationRecordDataType,True,[],,,"['ApplicationRecordDataType._classLevel', 'DataPrototype.initValue', 'RecordValueSpecification._classLevel']",0.9,"[""属性 'initValue' 在元数据类 'DataPrototype' 的已知属性列表中未找到。 (LLM 违规)""]"
value_restriction,If a DataPrototype is typed by an ApplicationArrayDataType the corresponding initValue shall be provided by an ArrayValueSpecification or ApplicationRuleBasedValueSpecification.,constr_1224,constr,"['5 Data Description', '5.7 Initial Values']","[{'entityType': 'class', 'targetAttributes': ['initValue'], 'targetEntityName': 'DataPrototype'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'ApplicationArrayDataType'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'ArrayValueSpecification'}, {'entityType': 'class', 'targetAttributes': ['_classLevel'], 'targetEntityName': 'ApplicationRuleBasedValueSpecification'}]",DataPrototype is typed by an ApplicationArrayDataType,True,[],,,"['ApplicationArrayDataType._classLevel', 'ApplicationRuleBasedValueSpecification._classLevel', 'ArrayValueSpecification._classLevel', 'DataPrototype.initValue']",0.9,"[""属性 'initValue' 在元数据类 'DataPrototype' 的已知属性列表中未找到。 (LLM 违规)""]"
